"Step","sunny-valley-620 - test len","sunny-valley-620 - test len__MIN","sunny-valley-620 - test len__MAX","royal-moon-603 - test len","royal-moon-603 - test len__MIN","royal-moon-603 - test len__MAX","sage-plasma-504 - test len","sage-plasma-504 - test len__MIN","sage-plasma-504 - test len__MAX","sleek-frost-502 - test len","sleek-frost-502 - test len__MIN","sleek-frost-502 - test len__MAX","earthy-shadow-459 - test len","earthy-shadow-459 - test len__MIN","earthy-shadow-459 - test len__MAX","ethereal-forest-458 - test len","ethereal-forest-458 - test len__MIN","ethereal-forest-458 - test len__MAX","drawn-monkey-457 - test len","drawn-monkey-457 - test len__MIN","drawn-monkey-457 - test len__MAX","trim-breeze-456 - test len","trim-breeze-456 - test len__MIN","trim-breeze-456 - test len__MAX","curious-resonance-455 - test len","curious-resonance-455 - test len__MIN","curious-resonance-455 - test len__MAX","rose-disco-454 - test len","rose-disco-454 - test len__MIN","rose-disco-454 - test len__MAX","wise-rain-453 - test len","wise-rain-453 - test len__MIN","wise-rain-453 - test len__MAX","vocal-butterfly-452 - test len","vocal-butterfly-452 - test len__MIN","vocal-butterfly-452 - test len__MAX","denim-tree-451 - test len","denim-tree-451 - test len__MIN","denim-tree-451 - test len__MAX","upbeat-hill-263 - test len","upbeat-hill-263 - test len__MIN","upbeat-hill-263 - test len__MAX"
"36766","","","","","","","","","","","","","","","","","","","566.3","566.3","566.3","474.56666666666666","474.56666666666666","474.56666666666666","","","","","","","","","","","","","","","","","",""
"36767","","","","","","","","","","","","","","","","","","","","","","","","","","","","485.73333333333335","485.73333333333335","485.73333333333335","","","","388.53333333333336","388.53333333333336","388.53333333333336","404.3666666666667","404.3666666666667","404.3666666666667","","",""
"37377","","","","","","","","","","","","","","","","","","","390.8666666666667","390.8666666666667","390.8666666666667","548.6666666666666","548.6666666666666","548.6666666666666","","","","","","","","","","","","","","","","","",""
"37495","","","","","","","","","","","","","","","","527.8666666666667","527.8666666666667","527.8666666666667","","","","","","","","","","","","","520.3666666666667","520.3666666666667","520.3666666666667","","","","","","","","",""
"37506","","","","","","","","","","","","","406.73333333333335","406.73333333333335","406.73333333333335","","","","","","","","","","326.6666666666667","326.6666666666667","326.6666666666667","","","","","","","","","","","","","","",""
"37531","","","","","","","","","","","","","","","","","","","","","","","","","","","","492.3333333333333","492.3333333333333","492.3333333333333","","","","424.53333333333336","424.53333333333336","424.53333333333336","373.3","373.3","373.3","","",""
"37988","","","","","","","","","","","","","","","","","","","439.23333333333335","439.23333333333335","439.23333333333335","564.8333333333334","564.8333333333334","564.8333333333334","","","","","","","","","","","","","","","","","",""
"38256","","","","","","","","","","","","","","","","401.06666666666666","401.06666666666666","401.06666666666666","","","","","","","","","","","","","580.1666666666666","580.1666666666666","580.1666666666666","","","","","","","","",""
"38267","","","","","","","","","","","","","288.3333333333333","288.3333333333333","288.3333333333333","","","","","","","","","","564.5666666666667","564.5666666666667","564.5666666666667","","","","","","","","","","","","","","",""
"38292","","","","","","","","","","","","","","","","","","","","","","","","","","","","453","453","453","","","","396.8666666666667","396.8666666666667","396.8666666666667","457.2","457.2","457.2","","",""
"38371","679.9666666666667","679.9666666666667","679.9666666666667","481.3666666666667","481.3666666666667","481.3666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38599","","","","","","","","","","","","","","","","","","","344.26666666666665","344.26666666666665","344.26666666666665","555.5666666666667","555.5666666666667","555.5666666666667","","","","","","","","","","","","","","","","","",""
"39017","","","","","","","","","","","","","","","","377.3666666666667","377.3666666666667","377.3666666666667","","","","","","","","","","","","","507.3333333333333","507.3333333333333","507.3333333333333","","","","","","","","",""
"39031","","","","","","","","","","","","","503.7","503.7","503.7","","","","","","","","","","437.6666666666667","437.6666666666667","437.6666666666667","","","","","","","","","","","","","","",""
"39053","","","","","","","","","","","","","","","","","","","","","","","","","","","","576.2","576.2","576.2","","","","377.1666666666667","377.1666666666667","377.1666666666667","441.3333333333333","441.3333333333333","441.3333333333333","","",""
"39210","","","","","","","","","","","","","","","","","","","316.56666666666666","316.56666666666666","316.56666666666666","495.73333333333335","495.73333333333335","495.73333333333335","","","","","","","","","","","","","","","","","",""
"39781","","","","","","","","","","","","","","","","510.23333333333335","510.23333333333335","510.23333333333335","","","","","","","","","","","","","408.4","408.4","408.4","","","","","","","","",""
"39792","","","","","","","","","","","","","593.8666666666667","593.8666666666667","593.8666666666667","","","","","","","","","","386.73333333333335","386.73333333333335","386.73333333333335","","","","","","","","","","","","","","",""
"39814","","","","","","","","","","","","","","","","","","","","","","","","","","","","522.9666666666667","522.9666666666667","522.9666666666667","","","","473.6","473.6","473.6","356.56666666666666","356.56666666666666","356.56666666666666","","",""
"39825","","","","","","","","","","","","","","","","","","","","","","522.4","522.4","522.4","","","","","","","","","","","","","","","","","",""
"39840","","","","","","","","","","","","","","","","","","","513.2666666666667","513.2666666666667","513.2666666666667","","","","","","","","","","","","","","","","","","","","",""
"39851","","","","","","","483.43333333333334","483.43333333333334","483.43333333333334","548.3","548.3","548.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40436","","","","","","","","","","","","","","","","","","","","","","365.73333333333335","365.73333333333335","365.73333333333335","","","","","","","","","","","","","","","","","",""
"40542","","","","","","","","","","","","","","","","326.43333333333334","326.43333333333334","326.43333333333334","","","","","","","","","","","","","441.23333333333335","441.23333333333335","441.23333333333335","","","","","","","","",""
"40553","","","","","","","","","","","","","468.1666666666667","468.1666666666667","468.1666666666667","","","","","","","","","","461.46666666666664","461.46666666666664","461.46666666666664","","","","","","","","","","","","","","",""
"40575","","","","","","","","","","","","","","","","","","","","","","","","","","","","457.76666666666665","457.76666666666665","457.76666666666665","","","","410.56666666666666","410.56666666666666","410.56666666666666","448.8","448.8","448.8","","",""
"40601","","","","","","","","","","","","","","","","","","","489.2","489.2","489.2","","","","","","","","","","","","","","","","","","","","",""
"41047","","","","","","","","","","","","","","","","","","","","","","479.3","479.3","479.3","","","","","","","","","","","","","","","","","",""
"41303","","","","","","","","","","","","","","","","477.06666666666666","477.06666666666666","477.06666666666666","","","","","","","","","","","","","449.23333333333335","449.23333333333335","449.23333333333335","","","","","","","","",""
"41314","","","","","","","","","","","","","452.4","452.4","452.4","","","","","","","","","","427.7","427.7","427.7","","","","","","","","","","","","","","",""
"41340","","","","","","","","","","","","","","","","","","","","","","","","","","","","382.7","382.7","382.7","","","","564.1333333333333","564.1333333333333","564.1333333333333","593.8","593.8","593.8","","",""
"41362","","","","","","","","","","","","","","","","","","","435.1","435.1","435.1","","","","","","","","","","","","","","","","","","","","",""
"41658","","","","","","","","","","","","","","","","","","","","","","375.6","375.6","375.6","","","","","","","","","","","","","","","","","",""
"42064","","","","","","","","","","","","","","","","531.7","531.7","531.7","","","","","","","","","","","","","548.7333333333333","548.7333333333333","548.7333333333333","","","","","","","","",""
"42075","","","","","","","","","","","","","397","397","397","","","","","","","","","","450.1","450.1","450.1","","","","","","","","","","","","","","",""
"42101","","","","","","","","","","","","","","","","","","","","","","","","","","","","362.6","362.6","362.6","","","","563.2333333333333","563.2333333333333","563.2333333333333","494.1666666666667","494.1666666666667","494.1666666666667","","",""
"42123","","","","","","","","","","","","","","","","","","","512.8","512.8","512.8","","","","","","","","","","","","","","","","","","","","",""
"42269","","","","","","","","","","","","","","","","","","","","","","537.0333333333333","537.0333333333333","537.0333333333333","","","","","","","","","","","","","","","","","",""
"42591","587.2","587.2","587.2","517.7","517.7","517.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42825","","","","","","","","","","","","","","","","412.1333333333333","412.1333333333333","412.1333333333333","","","","","","","","","","","","","514.1333333333333","514.1333333333333","514.1333333333333","","","","","","","","",""
"42840","","","","","","","","","","","","","319.6666666666667","319.6666666666667","319.6666666666667","","","","","","","","","","366.53333333333336","366.53333333333336","366.53333333333336","","","","","","","","","","","","","","",""
"42862","","","","","","","","","","","","","","","","","","","","","","","","","","","","507.5","507.5","507.5","","","","355.9","355.9","355.9","547.4666666666667","547.4666666666667","547.4666666666667","","",""
"42883","","","","","","","","","","","","","","","","","","","","","","449.6","449.6","449.6","","","","","","","","","","","","","","","","","",""
"42884","","","","","","","","","","","","","","","","","","","401.1","401.1","401.1","","","","","","","","","","","","","","","","","","","","",""
"43494","","","","","","","","","","","","","","","","","","","","","","367.7","367.7","367.7","","","","","","","","","","","","","","","","","",""
"43590","","","","","","","","","","","","","","","","437.4","437.4","437.4","","","","","","","","","","","","","371.3","371.3","371.3","","","","","","","","",""
"43601","","","","","","","","","","","","","601.1","601.1","601.1","","","","","","","","","","369.76666666666665","369.76666666666665","369.76666666666665","","","","","","","","","","","","","","",""
"43623","","","","","","","","","","","","","","","","","","","","","","","","","","","","237.4","237.4","237.4","","","","391.6666666666667","391.6666666666667","391.6666666666667","452.46666666666664","452.46666666666664","452.46666666666664","","",""
"43648","","","","","","","","","","","","","","","","","","","475.6333333333333","475.6333333333333","475.6333333333333","","","","","","","","","","","","","","","","","","","","",""
"44105","","","","","","","","","","","","","","","","","","","","","","293.8666666666667","293.8666666666667","293.8666666666667","","","","","","","","","","","","","","","","","",""
"44351","","","","","","","","","","","","","","","","276.53333333333336","276.53333333333336","276.53333333333336","","","","","","","","","","","","","433","433","433","","","","","","","","",""
"44362","","","","","","","","","","","","","296.26666666666665","296.26666666666665","296.26666666666665","","","","","","","","","","413.6333333333333","413.6333333333333","413.6333333333333","","","","","","","","","","","","","","",""
"44384","","","","","","","","","","","","","","","","","","","","","","","","","","","","469.53333333333336","469.53333333333336","469.53333333333336","","","","383.3333333333333","383.3333333333333","383.3333333333333","618.4333333333333","618.4333333333333","618.4333333333333","","",""
"44409","","","","","","","","","","","","","","","","","","","401.96666666666664","401.96666666666664","401.96666666666664","","","","","","","","","","","","","","","","","","","","",""
"44716","","","","","","","","","","","","","","","","","","","","","","511.6","511.6","511.6","","","","","","","","","","","","","","","","","",""
"45112","","","","","","","","","","","","","","","","540.3666666666667","540.3666666666667","540.3666666666667","","","","","","","","","","","","","437.26666666666665","437.26666666666665","437.26666666666665","","","","","","","","",""
"45123","","","","","","","","","","","","","466.93333333333334","466.93333333333334","466.93333333333334","","","","","","","","","","451.6666666666667","451.6666666666667","451.6666666666667","","","","","","","","","","","","","","",""
"45148","","","","","","","","","","","","","","","","","","","","","","","","","","","","281.1333333333333","281.1333333333333","281.1333333333333","","","","404.23333333333335","404.23333333333335","404.23333333333335","279.56666666666666","279.56666666666666","279.56666666666666","","",""
"45170","","","","","","","","","","","","","","","","","","","531.2666666666667","531.2666666666667","531.2666666666667","","","","","","","","","","","","","","","","","","","","",""
"45327","","","","","","","","","","","","","","","","","","","","","","542.6333333333333","542.6333333333333","542.6333333333333","","","","","","","","","","","","","","","","","",""
"45463","","","","","","","455.1666666666667","455.1666666666667","455.1666666666667","614.4666666666667","614.4666666666667","614.4666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45873","","","","","","","","","","","","","","","","484.4","484.4","484.4","","","","","","","","","","","","","501.8","501.8","501.8","","","","","","","","",""
"45884","","","","","","","","","","","","","410.23333333333335","410.23333333333335","410.23333333333335","","","","","","","","","","427.8666666666667","427.8666666666667","427.8666666666667","","","","","","","","","","","","","","",""
"45909","","","","","","","","","","","","","","","","","","","","","","","","","","","","422.96666666666664","422.96666666666664","422.96666666666664","","","","268.2","268.2","268.2","539.1333333333333","539.1333333333333","539.1333333333333","","",""
"45931","","","","","","","","","","","","","","","","","","","506","506","506","","","","","","","","","","","","","","","","","","","","",""
"45957","","","","","","","","","","","","","","","","","","","","","","446.23333333333335","446.23333333333335","446.23333333333335","","","","","","","","","","","","","","","","","",""
"46634","","","","","","","","","","","","","","","","577.3666666666667","577.3666666666667","577.3666666666667","","","","","","","","","","","","","638.9666666666667","638.9666666666667","638.9666666666667","","","","","","","","",""
"46648","","","","","","","","","","","","","486.8333333333333","486.8333333333333","486.8333333333333","","","","","","","","","","411.26666666666665","411.26666666666665","411.26666666666665","","","","","","","","","","","","","","",""
"46670","","","","","","","","","","","","","","","","","","","","","","","","","","","","364.46666666666664","364.46666666666664","364.46666666666664","","","","392.6666666666667","392.6666666666667","392.6666666666667","468.93333333333334","468.93333333333334","468.93333333333334","","",""
"46692","","","","","","","","","","","","","","","","","","","474.23333333333335","474.23333333333335","474.23333333333335","","","","","","","","","","","","","","","","","","","","",""
"46718","","","","","","","","","","","","","","","","","","","","","","459.8666666666667","459.8666666666667","459.8666666666667","","","","","","","","","","","","","","","","","",""
"46807","542.8","542.8","542.8","389.5","389.5","389.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47398","","","","","","","","","","","","","","","","472.96666666666664","472.96666666666664","472.96666666666664","","","","","","","","","","","","","494","494","494","","","","","","","","",""
"47409","","","","","","","","","","","","","456.6333333333333","456.6333333333333","456.6333333333333","","","","","","","","","","448.8333333333333","448.8333333333333","448.8333333333333","","","","","","","","","","","","","","",""
"47431","","","","","","","","","","","","","","","","","","","","","","","","","","","","336.9","336.9","336.9","","","","442.6333333333333","442.6333333333333","442.6333333333333","368.06666666666666","368.06666666666666","368.06666666666666","","",""
"47457","","","","","","","","","","","","","","","","","","","387.3333333333333","387.3333333333333","387.3333333333333","","","","","","","","","","","","","","","","","","","","",""
"47479","","","","","","","","","","","","","","","","","","","","","","386.6","386.6","386.6","","","","","","","","","","","","","","","","","",""
"48159","","","","","","","","","","","","","","","","475.96666666666664","475.96666666666664","475.96666666666664","","","","","","","","","","","","","440.26666666666665","440.26666666666665","440.26666666666665","","","","","","","","",""
"48170","","","","","","","","","","","","","350.23333333333335","350.23333333333335","350.23333333333335","","","","","","","","","","404.73333333333335","404.73333333333335","404.73333333333335","","","","","","","","","","","","","","",""
"48192","","","","","","","","","","","","","","","","","","","","","","","","","","","","539.2","539.2","539.2","","","","332.96666666666664","332.96666666666664","332.96666666666664","549.7666666666667","549.7666666666667","549.7666666666667","","",""
"48218","","","","","","","","","","","","","","","","","","","582.7666666666667","582.7666666666667","582.7666666666667","","","","","","","","","","","","","","","","","","","","",""
"48240","","","","","","","","","","","","","","","","","","","","","","389.76666666666665","389.76666666666665","389.76666666666665","","","","","","","","","","","","","","","","","",""
"48920","","","","","","","","","","","","","","","","503.93333333333334","503.93333333333334","503.93333333333334","","","","","","","","","","","","","589.6","589.6","589.6","","","","","","","","",""
"48931","","","","","","","","","","","","","504.76666666666665","504.76666666666665","504.76666666666665","","","","","","","","","","444.6","444.6","444.6","","","","","","","","","","","","","","",""
"48957","","","","","","","","","","","","","","","","","","","","","","","","","","","","437.8333333333333","437.8333333333333","437.8333333333333","","","","342.73333333333335","342.73333333333335","342.73333333333335","438.93333333333334","438.93333333333334","438.93333333333334","","",""
"48979","","","","","","","","","","","","","","","","","","","379.53333333333336","379.53333333333336","379.53333333333336","","","","","","","","","","","","","","","","","","","","",""
"49001","","","","","","","","","","","","","","","","","","","","","","411.3666666666667","411.3666666666667","411.3666666666667","","","","","","","","","","","","","","","","","",""
"49681","","","","","","","","","","","","","","","","470.06666666666666","470.06666666666666","470.06666666666666","","","","","","","","","","","","","549.0666666666667","549.0666666666667","549.0666666666667","","","","","","","","",""
"49692","","","","","","","","","","","","","356.03333333333336","356.03333333333336","356.03333333333336","","","","","","","","","","212.93333333333334","212.93333333333334","212.93333333333334","","","","","","","","","","","","","","",""
"49718","","","","","","","","","","","","","","","","","","","","","","","","","","","","367.56666666666666","367.56666666666666","367.56666666666666","","","","483.5","483.5","483.5","552.5333333333333","552.5333333333333","552.5333333333333","","",""
"49740","","","","","","","","","","","","","","","","","","","387.5","387.5","387.5","","","","","","","","","","","","","","","","","","","","",""
"49765","","","","","","","","","","","","","","","","","","","","","","481.03333333333336","481.03333333333336","481.03333333333336","","","","","","","","","","","","","","","","","",""
"50442","","","","","","","","","","","","","","","","734.4","734.4","734.4","","","","","","","","","","","","","512.1666666666666","512.1666666666666","512.1666666666666","","","","","","","","",""
"50457","","","","","","","","","","","","","433.8666666666667","433.8666666666667","433.8666666666667","","","","","","","","","","447.1666666666667","447.1666666666667","447.1666666666667","","","","","","","","","","","","","","",""
"50479","","","","","","","","","","","","","","","","","","","","","","","","","","","","395.1666666666667","395.1666666666667","395.1666666666667","","","","391.93333333333334","391.93333333333334","391.93333333333334","377.56666666666666","377.56666666666666","377.56666666666666","","",""
"50501","","","","","","","","","","","","","","","","","","","459.8","459.8","459.8","","","","","","","","","","","","","","","","","","","","",""
"50526","","","","","","","","","","","","","","","","","","","","","","529.1","529.1","529.1","","","","","","","","","","","","","","","","","",""
"51023","677.2","677.2","677.2","484.76666666666665","484.76666666666665","484.76666666666665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51075","","","","","","","512.9666666666667","512.9666666666667","512.9666666666667","485.7","485.7","485.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51207","","","","","","","","","","","","","","","","337.8666666666667","337.8666666666667","337.8666666666667","","","","","","","","","","","","","441.1333333333333","441.1333333333333","441.1333333333333","","","","","","","","",""
"51218","","","","","","","","","","","","","446.03333333333336","446.03333333333336","446.03333333333336","","","","","","","","","","352.06666666666666","352.06666666666666","352.06666666666666","","","","","","","","","","","","","","",""
"51240","","","","","","","","","","","","","","","","","","","","","","","","","","","","575.4666666666667","575.4666666666667","575.4666666666667","","","","466.96666666666664","466.96666666666664","466.96666666666664","328.5","328.5","328.5","","",""
"51265","","","","","","","","","","","","","","","","","","","461.3333333333333","461.3333333333333","461.3333333333333","","","","","","","","","","","","","","","","","","","","",""
"51287","","","","","","","","","","","","","","","","","","","","","","330.6666666666667","330.6666666666667","330.6666666666667","","","","","","","","","","","","","","","","","",""
"51968","","","","","","","","","","","","","","","","448.53333333333336","448.53333333333336","448.53333333333336","","","","","","","","","","","","","499.5","499.5","499.5","","","","","","","","",""
"51979","","","","","","","","","","","","","428.6333333333333","428.6333333333333","428.6333333333333","","","","","","","","","","395.43333333333334","395.43333333333334","395.43333333333334","","","","","","","","","","","","","","",""
"52001","","","","","","","","","","","","","","","","","","","","","","","","","","","","383.1","383.1","383.1","","","","508.9","508.9","508.9","559.9333333333333","559.9333333333333","559.9333333333333","","",""
"52026","","","","","","","","","","","","","","","","","","","406.43333333333334","406.43333333333334","406.43333333333334","","","","","","","","","","","","","","","","","","","","",""
"52048","","","","","","","","","","","","","","","","","","","","","","407.73333333333335","407.73333333333335","407.73333333333335","","","","","","","","","","","","","","","","","",""
"52729","","","","","","","","","","","","","","","","376.1333333333333","376.1333333333333","376.1333333333333","","","","","","","","","","","","","425.8666666666667","425.8666666666667","425.8666666666667","","","","","","","","",""
"52740","","","","","","","","","","","","","493.3333333333333","493.3333333333333","493.3333333333333","","","","","","","","","","390.2","390.2","390.2","","","","","","","","","","","","","","",""
"52765","","","","","","","","","","","","","","","","","","","","","","","","","","","","362.43333333333334","362.43333333333334","362.43333333333334","","","","467.8333333333333","467.8333333333333","467.8333333333333","357.6","357.6","357.6","","",""
"52787","","","","","","","","","","","","","","","","","","","315.1333333333333","315.1333333333333","315.1333333333333","","","","","","","","","","","","","","","","","","","","",""
"52809","","","","","","","","","","","","","","","","","","","","","","405.8333333333333","405.8333333333333","405.8333333333333","","","","","","","","","","","","","","","","","",""
"53490","","","","","","","","","","","","","","","","578.5666666666667","578.5666666666667","578.5666666666667","","","","","","","","","","","","","309.6","309.6","309.6","","","","","","","","",""
"53501","","","","","","","","","","","","","495","495","495","","","","","","","","","","490.1333333333333","490.1333333333333","490.1333333333333","","","","","","","","","","","","","","",""
"53526","","","","","","","","","","","","","","","","","","","","","","","","","","","","542.4","542.4","542.4","","","","537.9333333333333","537.9333333333333","537.9333333333333","312.6333333333333","312.6333333333333","312.6333333333333","","",""
"53548","","","","","","","","","","","","","","","","","","","327.7","327.7","327.7","","","","","","","","","","","","","","","","","","","","",""
"53574","","","","","","","","","","","","","","","","","","","","","","370.73333333333335","370.73333333333335","370.73333333333335","","","","","","","","","","","","","","","","","",""
"54251","","","","","","","","","","","","","","","","428.1333333333333","428.1333333333333","428.1333333333333","","","","","","","","","","","","","344.03333333333336","344.03333333333336","344.03333333333336","","","","","","","","",""
"54265","","","","","","","","","","","","","372.53333333333336","372.53333333333336","372.53333333333336","","","","","","","","","","494.2","494.2","494.2","","","","","","","","","","","","","","",""
"54287","","","","","","","","","","","","","","","","","","","","","","","","","","","","594.5","594.5","594.5","","","","512.5","512.5","512.5","431.9","431.9","431.9","","",""
"54309","","","","","","","","","","","","","","","","","","","474.23333333333335","474.23333333333335","474.23333333333335","","","","","","","","","","","","","","","","","","","","",""
"54335","","","","","","","","","","","","","","","","","","","","","","587","587","587","","","","","","","","","","","","","","","","","",""
"55015","","","","","","","","","","","","","","","","419.5","419.5","419.5","","","","","","","","","","","","","456.7","456.7","456.7","","","","","","","","",""
"55026","","","","","","","","","","","","","515.8666666666667","515.8666666666667","515.8666666666667","","","","","","","","","","404.46666666666664","404.46666666666664","404.46666666666664","","","","","","","","","","","","","","",""
"55048","","","","","","","","","","","","","","","","","","","","","","","","","","","","350.93333333333334","350.93333333333334","350.93333333333334","","","","378.03333333333336","378.03333333333336","378.03333333333336","631.9","631.9","631.9","","",""
"55074","","","","","","","","","","","","","","","","","","","373.6333333333333","373.6333333333333","373.6333333333333","","","","","","","","","","","","","","","","","","","","",""
"55096","","","","","","","","","","","","","","","","","","","","","","355.3","355.3","355.3","","","","","","","","","","","","","","","","","",""
"55239","549.7666666666667","549.7666666666667","549.7666666666667","353.06666666666666","353.06666666666666","353.06666666666666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55776","","","","","","","","","","","","","","","","480.96666666666664","480.96666666666664","480.96666666666664","","","","","","","","","","","","","509.8333333333333","509.8333333333333","509.8333333333333","","","","","","","","",""
"55787","","","","","","","","","","","","","411.1","411.1","411.1","","","","","","","","","","583.2","583.2","583.2","","","","","","","","","","","","","","",""
"55809","","","","","","","","","","","","","","","","","","","","","","","","","","","","575.5666666666667","575.5666666666667","575.5666666666667","","","","362.3666666666667","362.3666666666667","362.3666666666667","513.2333333333333","513.2333333333333","513.2333333333333","","",""
"55835","","","","","","","","","","","","","","","","","","","486.7","486.7","486.7","","","","","","","","","","","","","","","","","","","","",""
"55857","","","","","","","","","","","","","","","","","","","","","","447.3666666666667","447.3666666666667","447.3666666666667","","","","","","","","","","","","","","","","","",""
"56537","","","","","","","","","","","","","","","","528.3666666666667","528.3666666666667","528.3666666666667","","","","","","","","","","","","","554.6333333333333","554.6333333333333","554.6333333333333","","","","","","","","",""
"56548","","","","","","","","","","","","","456.1333333333333","456.1333333333333","456.1333333333333","","","","","","","","","","379.3666666666667","379.3666666666667","379.3666666666667","","","","","","","","","","","","","","",""
"56574","","","","","","","","","","","","","","","","","","","","","","","","","","","","409.96666666666664","409.96666666666664","409.96666666666664","","","","395.6","395.6","395.6","472.6","472.6","472.6","","",""
"56596","","","","","","","","","","","","","","","","","","","438.1","438.1","438.1","","","","","","","","","","","","","","","","","","","","",""
"56618","","","","","","","","","","","","","","","","","","","","","","450.6333333333333","450.6333333333333","450.6333333333333","","","","","","","","","","","","","","","","","",""
"56690","","","","","","","423.6","423.6","423.6","652.4","652.4","652.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57298","","","","","","","","","","","","","","","","334.2","334.2","334.2","","","","","","","","","","","","","402.46666666666664","402.46666666666664","402.46666666666664","","","","","","","","",""
"57309","","","","","","","","","","","","","423.26666666666665","423.26666666666665","423.26666666666665","","","","","","","","","","417.53333333333336","417.53333333333336","417.53333333333336","","","","","","","","","","","","","","",""
"57335","","","","","","","","","","","","","","","","","","","","","","","","","","","","263.6","263.6","263.6","","","","360.8666666666667","360.8666666666667","360.8666666666667","270.26666666666665","270.26666666666665","270.26666666666665","","",""
"57357","","","","","","","","","","","","","","","","","","","405.3666666666667","405.3666666666667","405.3666666666667","","","","","","","","","","","","","","","","","","","","",""
"57382","","","","","","","","","","","","","","","","","","","","","","498","498","498","","","","","","","","","","","","","","","","","",""
"58059","","","","","","","","","","","","","","","","381.06666666666666","381.06666666666666","381.06666666666666","","","","","","","","","","","","","489.8","489.8","489.8","","","","","","","","",""
"58074","","","","","","","","","","","","","619.2333333333333","619.2333333333333","619.2333333333333","","","","","","","","","","309.23333333333335","309.23333333333335","309.23333333333335","","","","","","","","","","","","","","",""
"58096","","","","","","","","","","","","","","","","","","","","","","","","","","","","435.53333333333336","435.53333333333336","435.53333333333336","","","","541.5666666666667","541.5666666666667","541.5666666666667","466.03333333333336","466.03333333333336","466.03333333333336","","",""
"58118","","","","","","","","","","","","","","","","","","","408.23333333333335","408.23333333333335","408.23333333333335","","","","","","","","","","","","","","","","","","","","",""
"58143","","","","","","","","","","","","","","","","","","","","","","563.2666666666667","563.2666666666667","563.2666666666667","","","","","","","","","","","","","","","","","",""
"58824","","","","","","","","","","","","","","","","497.8333333333333","497.8333333333333","497.8333333333333","","","","","","","","","","","","","520.1333333333333","520.1333333333333","520.1333333333333","","","","","","","","",""
"58835","","","","","","","","","","","","","448.6","448.6","448.6","","","","","","","","","","495.8333333333333","495.8333333333333","495.8333333333333","","","","","","","","","","","","","","",""
"58857","","","","","","","","","","","","","","","","","","","","","","","","","","","","374.03333333333336","374.03333333333336","374.03333333333336","","","","496.03333333333336","496.03333333333336","496.03333333333336","425.6","425.6","425.6","","",""
"58882","","","","","","","","","","","","","","","","","","","408.8666666666667","408.8666666666667","408.8666666666667","","","","","","","","","","","","","","","","","","","","",""
"58904","","","","","","","","","","","","","","","","","","","","","","608.4","608.4","608.4","","","","","","","","","","","","","","","","","",""
"59455","386.53333333333336","386.53333333333336","386.53333333333336","549.6333333333333","549.6333333333333","549.6333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59585","","","","","","","","","","","","","","","","323.8333333333333","323.8333333333333","323.8333333333333","","","","","","","","","","","","","328.93333333333334","328.93333333333334","328.93333333333334","","","","","","","","",""
"59596","","","","","","","","","","","","","404.8","404.8","404.8","","","","","","","","","","559.7666666666667","559.7666666666667","559.7666666666667","","","","","","","","","","","","","","",""
"59618","","","","","","","","","","","","","","","","","","","","","","","","","","","","469.9","469.9","469.9","","","","362.3666666666667","362.3666666666667","362.3666666666667","428.03333333333336","428.03333333333336","428.03333333333336","","",""
"59643","","","","","","","","","","","","","","","","","","","377.5","377.5","377.5","","","","","","","","","","","","","","","","","","","","",""
"59665","","","","","","","","","","","","","","","","","","","","","","300.8666666666667","300.8666666666667","300.8666666666667","","","","","","","","","","","","","","","","","",""
"60346","","","","","","","","","","","","","","","","538.9666666666667","538.9666666666667","538.9666666666667","","","","","","","","","","","","","518.9","518.9","518.9","","","","","","","","",""
"60357","","","","","","","","","","","","","442.8666666666667","442.8666666666667","442.8666666666667","","","","","","","","","","379.2","379.2","379.2","","","","","","","","","","","","","","",""
"60382","","","","","","","","","","","","","","","","","","","","","","","","","","","","533.7","533.7","533.7","","","","499.56666666666666","499.56666666666666","499.56666666666666","329.6333333333333","329.6333333333333","329.6333333333333","","",""
"60404","","","","","","","","","","","","","","","","","","","504.46666666666664","504.46666666666664","504.46666666666664","","","","","","","","","","","","","","","","","","","","",""
"60426","","","","","","","","","","","","","","","","","","","","","","453.1","453.1","453.1","","","","","","","","","","","","","","","","","",""
"61107","","","","","","","","","","","","","","","","470.6333333333333","470.6333333333333","470.6333333333333","","","","","","","","","","","","","746.1666666666666","746.1666666666666","746.1666666666666","","","","","","","","",""
"61118","","","","","","","","","","","","","390.1333333333333","390.1333333333333","390.1333333333333","","","","","","","","","","477.43333333333334","477.43333333333334","477.43333333333334","","","","","","","","","","","","","","",""
